Data file for DataLogger.,,,
9/14/2025 21:30,1367.575,31.023,50.704
9/14/2025 21:45,1367.342,31.01,50.708
9/14/2025 22:00,1365.825,30.987,50.688
9/14/2025 22:15,1363.667,30.987,50.68
9/14/2025 22:30,1363.258,30.97,50.704
9/14/2025 22:45,1363.258,30.953,50.66
9/14/2025 23:00,1361.917,30.947,50.632
9/14/2025 23:15,1362.15,30.947,50.576
9/14/2025 23:30,1362.325,30.93,50.612
9/14/2025 23:45,1359.583,30.923,50.576
9/15/2025 00:00,1356.608,30.893,50.604
9/15/2025 00:15,1358.883,30.9,50.596
9/15/2025 00:30,1357.25,30.877,50.564
9/15/2025 00:45,1352,30.853,50.544
9/15/2025 01:00,1352,30.843,50.588
9/15/2025 01:15,1353.575,30.79,50.58
9/15/2025 01:30,1350.483,30.767,50.612
9/15/2025 01:45,1349.958,30.76,50.596
9/15/2025 02:00,1350.075,30.767,50.596
9/15/2025 02:15,1346.4,30.727,51.084
9/15/2025 02:30,1349.375,30.743,51.08
9/15/2025 02:45,1348.733,30.727,51.052
9/15/2025 03:00,1347.625,30.703,51.104
9/15/2025 03:15,1347.917,30.703,51.072
9/15/2025 03:30,1349.55,30.69,51.228
9/15/2025 03:45,1351.183,30.69,51.12
9/15/2025 04:00,1345.467,30.57,51.028
9/15/2025 04:15,1348.442,30.58,51.06
9/15/2025 04:30,1351.592,30.5,51.036
9/15/2025 04:45,1348.033,30.453,50.952
9/15/2025 05:00,1346.517,30.477,50.9
9/15/2025 05:15,1348.442,30.47,50.892
9/15/2025 05:30,1345.875,30.493,50.964
9/15/2025 05:45,1343.017,30.493,50.924
9/15/2025 06:00,1346.808,30.523,50.88
9/15/2025 06:15,1347.917,30.463,50.856
9/15/2025 06:30,1344.65,30.447,50.768
9/15/2025 06:45,1347.333,30.47,50.788
9/15/2025 07:00,1348.558,30.487,50.744
9/15/2025 07:15,1347.742,30.477,50.66
9/15/2025 07:30,1348.967,30.477,50.72
9/15/2025 07:45,1347.742,30.44,50.696
9/15/2025 08:00,1351.3,30.417,50.632
9/15/2025 08:15,1350.075,30.47,50.576
9/15/2025 08:30,1350.775,30.557,50.64
9/15/2025 08:45,1352.35,30.587,50.68
9/15/2025 09:00,1355.5,30.603,50.648
9/15/2025 09:15,1354.392,30.68,50.684
9/15/2025 09:30,1353.575,30.727,50.736
9/15/2025 09:45,1352.758,30.743,50.816
9/15/2025 10:00,1353.983,30.727,50.728
9/15/2025 10:15,1355.383,30.783,50.36
9/15/2025 10:30,1354.975,30.797,50.508
9/15/2025 10:45,1355.617,30.783,50.512
9/15/2025 11:00,1355.092,30.83,50.6
9/15/2025 11:15,1356.2,30.83,50.7
9/15/2025 11:30,1354.275,30.883,50.756
9/15/2025 11:45,1357.017,30.97,50.748
9/15/2025 12:00,1356.025,31.063,50.932
9/15/2025 12:15,1357.658,30.993,50.844
9/15/2025 12:30,1359.467,31.033,50.884
9/15/2025 12:45,1359.583,31,50.94
9/15/2025 13:00,1361.508,31.093,51.084
9/15/2025 13:15,1360.925,31.237,51.28
9/15/2025 13:30,1359.175,31.243,51.176
9/15/2025 13:45,1362.15,31.11,51.196
9/15/2025 14:00,1362.85,31.057,50.88
9/15/2025 14:15,1362.033,31.093,50.912
9/15/2025 14:30,1362.733,31.15,50.936
9/15/2025 14:45,1365.183,31.12,49.124
9/15/2025 15:00,1367.167,31.133,51.02
9/15/2025 15:15,1366.642,31.12,51.052
9/15/2025 15:30,1365.592,31.143,51.116
9/15/2025 15:45,1367.458,31.127,51.06
9/15/2025 16:00,1371.133,31.127,51.076
9/15/2025 16:15,1371.133,31.12,51.084
9/15/2025 16:30,1370.842,31.143,51.088
9/15/2025 16:45,1372.358,31.133,50.724
9/15/2025 17:00,1374.108,31.12,50.724
9/15/2025 17:15,1371.95,31.12,50.72
9/15/2025 17:30,1371.133,31.12,50.72
9/15/2025 17:45,1375.508,31.087,50.724
9/15/2025 18:00,1375.1,31.057,50.688
9/15/2025 18:15,1371.658,31.047,50.644
9/15/2025 18:30,1372.242,31.047,50.7
9/15/2025 18:45,1375.1,31.01,50.472
9/15/2025 19:00,1371.833,31.017,50.804
9/15/2025 19:15,1372.067,30.977,50.788
9/15/2025 19:30,1376.15,30.953,50.484
9/15/2025 19:45,1375.1,30.93,50.38
9/15/2025 20:00,1372.65,30.923,50.404
9/15/2025 20:15,1374.4,30.877,50.264
9/15/2025 20:30,1375.1,30.893,50.684
9/15/2025 20:45,1376.442,30.86,50.64
9/15/2025 21:00,1373.875,30.837,50.552
9/15/2025 21:15,1371.833,30.82,50.54
9/15/2025 21:30,1372.358,30.807,50.488
9/15/2025 21:45,1372.242,30.783,50.452
9/15/2025 22:00,1371.95,30.773,50.448
9/15/2025 22:15,1370.842,30.837,50.176
9/15/2025 22:30,1367.342,30.79,50.54
9/15/2025 22:45,1365.3,30.82,50.708
9/15/2025 23:00,1365.592,30.797,50.624
9/15/2025 23:15,1362.442,30.75,51.032
9/15/2025 23:30,1359.292,30.72,51.028
9/15/2025 23:45,1359.875,30.713,51.028
9/16/2025 00:00,1358.475,30.697,51
9/16/2025 00:15,1357.658,30.673,50.972
9/16/2025 00:30,1358.475,30.68,50.976
9/16/2025 00:45,1357.017,30.667,50.992
9/16/2025 01:00,1356.025,30.657,50.92
9/16/2025 01:15,1355.5,30.643,50.992
9/16/2025 01:30,1354.8,30.633,51.056
9/16/2025 01:45,1353.75,30.627,51.184
9/16/2025 02:00,1351.708,30.62,51.184
9/16/2025 02:15,1349.958,30.587,51.12
9/16/2025 02:30,1349.375,30.57,51.008
9/16/2025 02:45,1348.15,30.533,50.944
9/16/2025 03:00,1351.3,30.517,50.888
9/16/2025 03:15,1348.325,30.557,50.908
9/16/2025 03:30,1347.1,30.523,50.892
9/16/2025 03:45,1346.808,30.487,50.872
9/16/2025 04:00,1349.258,30.463,50.84
9/16/2025 04:15,1345.467,30.447,50.848
9/16/2025 04:30,1345.875,30.423,50.812
9/16/2025 04:45,1347.1,30.44,50.844
9/16/2025 05:00,1348.442,30.417,50.832
9/16/2025 05:15,1347.917,30.393,50.864
9/16/2025 05:30,1349.783,30.383,50.816
9/16/2025 05:45,1347.917,30.337,50.564
9/16/2025 06:00,1348.85,30.307,50.64
9/16/2025 06:15,1349.375,30.307,49.628
9/16/2025 06:30,1346.925,30.273,49.42
9/16/2025 06:45,1347.917,30.243,50.432
9/16/2025 07:00,1348.325,30.243,50.436
9/16/2025 07:15,1347.508,30.29,50.46
9/16/2025 07:30,1347.508,30.307,50.492
9/16/2025 07:45,1348.967,30.297,50.444
9/16/2025 08:00,1349.667,30.32,50.42
9/16/2025 08:15,1348.85,30.36,50.448
9/16/2025 08:30,1350.775,30.393,50.496
9/16/2025 08:45,1350.6,30.43,50.296
9/16/2025 09:00,1350.483,30.493,50.548
9/16/2025 09:15,1352.233,30.533,50.372
9/16/2025 09:30,1355.092,30.557,50.572
9/16/2025 09:45,1352.933,30.697,50.72
9/16/2025 10:00,1350.775,30.72,50.784
9/16/2025 10:15,1352.525,30.87,50.36
9/16/2025 10:30,1355.383,30.807,50.388
9/16/2025 10:45,1353.75,30.843,50.4
9/16/2025 11:00,1352.642,30.813,50.432
9/16/2025 11:15,1354.275,30.9,50.552
9/16/2025 11:30,1353.75,30.993,50.588
9/16/2025 11:45,1351.3,31.023,50.644
9/16/2025 12:00,1354.158,31.057,50.104
9/16/2025 12:15,1354.392,31.057,50.764
9/16/2025 12:30,1354.158,31.173,49.744
9/16/2025 12:45,1355.5,31.237,50.076
9/16/2025 13:00,1359.058,31.26,50.768
9/16/2025 13:15,1357.833,31.19,50.652
9/16/2025 13:30,1357.425,31.407,50.74
9/16/2025 13:45,1358.475,31.407,50.7
9/16/2025 14:00,1357.95,31.47,50.812
9/16/2025 14:15,1358.358,31.407,50.688
9/16/2025 14:30,1360.808,31.307,50.6
9/16/2025 14:45,1360.692,31.243,51.076
9/16/2025 15:00,1361.217,31.047,50.748
9/16/2025 15:15,1360.692,30.987,50.668
9/16/2025 15:30,1363.55,30.97,48.52
9/16/2025 15:45,1363.375,30.963,50.572
9/16/2025 16:00,1365.708,30.97,50.588
9/16/2025 16:15,1367.05,30.963,50.54
9/16/2025 16:30,1367.167,30.953,50.412
9/16/2025 16:45,1367.458,30.977,50.528
9/16/2025 17:00,1367.75,30.947,50.284
9/16/2025 17:15,1369.617,30.907,50.444
9/16/2025 17:30,1371.25,30.87,50.392
9/16/2025 17:45,1370.433,30.837,50.372
9/16/2025 18:00,1371.133,30.837,50.36
9/16/2025 18:15,1373.175,30.83,48.676
9/16/2025 18:30,1373.058,30.807,49.272
9/16/2025 18:45,1372.242,30.813,50.412
9/16/2025 19:00,1373.467,30.82,50.428
9/16/2025 19:15,1374.925,30.83,50.408
9/16/2025 19:30,1373.175,30.813,50.496
9/16/2025 19:45,1374.283,30.807,50.412
9/16/2025 20:00,1373.875,30.797,50.364
9/16/2025 20:15,1375.217,30.79,50.316
9/16/2025 20:30,1373.7,30.837,50.38
9/16/2025 20:45,1374.692,30.87,50.512
9/16/2025 21:00,1375.217,30.83,50.328
9/16/2025 21:15,1373.992,30.877,50.536
9/16/2025 21:30,1373.875,30.893,50.32
9/16/2025 21:45,1376.15,30.9,49.892
9/16/2025 22:00,1373.467,30.9,50.184
9/16/2025 22:15,1373.058,30.893,50.4
9/16/2025 22:30,1374.4,30.877,50.088
9/16/2025 22:45,1372.242,30.853,50.04
9/16/2025 23:00,1370.842,30.82,50.5
9/16/2025 23:15,1369.208,30.807,50.472
9/16/2025 23:30,1369.908,30.807,50.508
9/16/2025 23:45,1367.575,30.773,50.452
9/17/2025 00:00,1366.525,30.767,50.508
9/17/2025 00:15,1364.483,30.743,50.992
9/17/2025 00:30,1362.033,30.737,50.932
9/17/2025 00:45,1362.558,30.72,50.976
9/17/2025 01:00,1359.292,30.697,50.976
9/17/2025 01:15,1358.242,30.69,50.956
9/17/2025 01:30,1358.067,30.673,51.016
9/17/2025 01:45,1355.792,30.68,51.028
9/17/2025 02:00,1352.933,30.703,50.96
9/17/2025 02:15,1355.617,30.703,50.992
9/17/2025 02:30,1354.683,30.68,51.032
9/17/2025 02:45,1351.183,30.657,50.96
9/17/2025 03:00,1353.75,30.593,50.94
9/17/2025 03:15,1353.458,30.587,50.976
9/17/2025 03:30,1352.233,30.563,50.852
9/17/2025 03:45,1351.592,30.523,50.848
9/17/2025 04:00,1351.183,30.493,50.828
9/17/2025 04:15,1350.367,30.47,51.016
9/17/2025 04:30,1350.367,30.4,50.868
9/17/2025 04:45,1350.367,30.377,50.7
9/17/2025 05:00,1350.483,30.37,50.94
9/17/2025 05:15,1350.192,30.36,50.992
9/17/2025 05:30,1348.325,30.37,51.004
9/17/2025 05:45,1348.733,30.37,51.064
9/17/2025 06:00,1349.142,30.37,51.068
9/17/2025 06:15,1348.15,30.343,51.036
9/17/2025 06:30,1348.15,30.353,51.168
9/17/2025 06:45,1348.85,30.37,51.336
9/17/2025 07:00,1348.85,30.37,51.052
9/17/2025 07:15,1347.333,30.313,50.872
9/17/2025 07:30,1347.917,30.36,50.836
9/17/2025 07:45,1348.85,30.343,50.74
9/17/2025 08:00,1348.15,30.337,50.648
9/17/2025 08:15,1345.467,30.343,50.608
9/17/2025 08:30,1345.7,30.417,50.612
9/17/2025 08:45,1349.55,30.453,50.624
9/17/2025 09:00,1348.033,30.463,50.676
9/17/2025 09:15,1346.808,30.51,50.744
9/17/2025 09:30,1349.375,30.57,50.768
9/17/2025 09:45,1352.525,30.587,50.88
9/17/2025 10:00,1351.417,30.65,50.856
9/17/2025 10:15,1350.367,30.767,50.5
9/17/2025 10:30,1351.708,30.737,50.948
9/17/2025 10:45,1352.35,30.643,50.88
9/17/2025 11:00,1352.525,30.813,50.332
9/17/2025 11:15,1352,30.963,50.76
9/17/2025 11:30,1354.275,30.963,50.768
9/17/2025 11:45,1353.458,30.963,50.816
9/17/2025 12:00,1353.75,30.9,50.764
9/17/2025 12:15,1353.575,30.953,50.792
9/17/2025 12:30,1353.867,30.9,50.824
9/17/2025 12:45,1353.983,31.12,51.012
9/17/2025 13:00,1352.758,31.127,50.96
9/17/2025 13:15,1353.342,31.15,51.028
9/17/2025 13:30,1353.75,31.12,50.976
9/17/2025 13:45,1354.975,31.197,51.052
9/17/2025 14:00,1353.458,31.18,51.064
9/17/2025 14:15,1355.908,31.273,51.108
9/17/2025 14:30,1357.133,31.173,50.996
9/17/2025 14:45,1356.2,31.25,51.12
9/17/2025 15:00,1357.425,31.283,50.652
9/17/2025 15:15,1358.475,31.197,51.048
9/17/2025 15:30,1358.767,31.18,50.844
9/17/2025 15:45,1360.692,31.127,50.76
9/17/2025 16:00,1361.625,31.143,50.836
9/17/2025 16:15,1360.108,31.15,50.816
9/17/2025 16:30,1362.325,31.133,50.828
9/17/2025 16:45,1365.008,31.143,50.792
9/17/2025 17:00,1362.442,31.127,50.304
9/17/2025 17:15,1363.258,31.11,50.772
9/17/2025 17:30,1366.933,30.993,50.652
9/17/2025 17:45,1367.05,30.947,50.62
9/17/2025 18:00,1365.825,30.907,50.536
9/17/2025 18:15,1367.458,30.893,50.46
9/17/2025 18:30,1369.383,30.9,50.196
9/17/2025 18:45,1369.617,30.87,50.668
9/17/2025 19:00,1370.2,30.807,50.616
9/17/2025 19:15,1370.725,30.783,50.484
9/17/2025 19:30,1370.2,30.76,50.452
9/17/2025 19:45,1372.358,30.767,50.528
9/17/2025 20:00,1371.833,30.737,51.108
9/17/2025 20:15,1371.95,30.737,51.148
9/17/2025 20:30,1370.842,30.727,51.164
9/17/2025 20:45,1371.95,30.72,50.96
9/17/2025 21:00,1371.833,30.72,51.12
9/17/2025 21:15,1371.25,30.713,51
9/17/2025 21:30,1372.358,30.713,51.028
9/17/2025 21:45,1373.7,30.68,51.04
9/17/2025 22:00,1372.883,30.657,51.008
9/17/2025 22:15,1372.883,30.65,50.976
9/17/2025 22:30,1373.7,30.65,51.02
9/17/2025 22:45,1373.058,30.643,51.06
9/17/2025 23:00,1372.767,30.65,51
9/17/2025 23:15,1371.133,30.633,50.888
9/17/2025 23:30,1371.95,30.61,50.924
9/17/2025 23:45,1370.608,30.61,50.98
9/18/2025 00:00,1370.025,30.58,50.86
9/18/2025 00:15,1370.2,30.587,50.78
9/18/2025 00:30,1368.158,30.557,50.84
9/18/2025 00:45,1367.342,30.563,50.884
9/18/2025 01:00,1366.117,30.547,50.92
9/18/2025 01:15,1365.008,30.547,50.932
9/18/2025 01:30,1364.075,30.557,50.92
9/18/2025 01:45,1365.417,30.563,50.776
9/18/2025 02:00,1362.558,30.54,50.608
9/18/2025 02:15,1360.4,30.493,50.256
9/18/2025 02:30,1361.1,30.493,50.736
9/18/2025 02:45,1358.358,30.477,50.708
9/18/2025 03:00,1357.133,30.463,50.732
9/18/2025 03:15,1357.425,30.43,50.796
9/18/2025 03:30,1356.433,30.407,50.748
9/18/2025 03:45,1356.433,30.36,50.652
9/18/2025 04:00,1357.425,30.337,50.544
9/18/2025 04:15,1355.208,30.307,50.6
9/18/2025 04:30,1354.567,30.307,50.48
9/18/2025 04:45,1354.975,30.283,50.46
9/18/2025 05:00,1354.683,30.267,50.54
9/18/2025 05:15,1354.392,30.243,50.512
9/18/2025 05:30,1355.208,30.243,50.588
9/18/2025 05:45,1353.983,30.26,50.684
9/18/2025 06:00,1354.392,30.243,50.708
9/18/2025 06:15,1355.908,30.243,50.82
9/18/2025 06:30,1354.158,30.213,51.14
9/18/2025 06:45,1354.683,30.197,51.032
9/18/2025 07:00,1355.383,30.19,50.976
9/18/2025 07:15,1353.75,30.18,50.948
9/18/2025 07:30,1353.867,30.18,50.924
9/18/2025 07:45,1354.683,30.15,50.96
9/18/2025 08:00,1353.867,30.157,50.928
9/18/2025 08:15,1353.983,30.157,50.908
9/18/2025 08:30,1354.158,30.173,50.92
9/18/2025 08:45,1353.75,30.203,50.912
9/18/2025 09:00,1353.75,30.203,50.928
9/18/2025 09:15,1353.05,30.213,50.956
9/18/2025 09:30,1352.642,30.22,50.916
9/18/2025 09:45,1354.683,30.18,50.868
9/18/2025 10:00,1353.458,30.15,50.892
9/18/2025 10:15,1352.117,30.243,50.5
9/18/2025 10:30,1353.575,30.273,50.54
9/18/2025 10:45,1354.8,30.313,50.616
9/18/2025 11:00,1353.575,30.313,50.52
9/18/2025 11:15,1354.275,30.393,50.664
9/18/2025 11:30,1354.8,30.47,50.772
9/18/2025 11:45,1353.983,30.463,50.768
9/18/2025 12:00,1355.792,30.487,50.78
9/18/2025 12:15,1355.383,30.493,50.8
9/18/2025 12:30,1354.975,30.557,50.848
9/18/2025 12:45,1354.275,30.557,50.828
9/18/2025 13:00,1354.158,30.547,50.86
9/18/2025 13:15,1356.317,30.5,50.756
9/18/2025 13:30,1356.725,30.453,50.72
9/18/2025 13:45,1354.975,30.423,50.672
9/18/2025 14:00,1356.317,30.423,50.6
9/18/2025 14:15,1358.767,30.43,50.58
9/18/2025 14:30,1357.133,30.487,50.604
9/18/2025 14:45,1357.017,30.47,50.636
9/18/2025 15:00,1358.358,30.47,50.628
9/18/2025 15:15,1358.475,30.47,50.64
9/18/2025 15:30,1359.292,30.423,50.588
9/18/2025 15:45,1359.992,30.407,50.584
9/18/2025 16:00,1360.925,30.407,50.624
9/18/2025 16:15,1362.15,30.4,50.548
9/18/2025 16:30,1361.742,30.4,50.616
9/18/2025 16:45,1361.917,30.407,50.636
9/18/2025 17:00,1364.192,30.4,50.576
9/18/2025 17:15,1364.075,30.377,50.604
9/18/2025 17:30,1364.892,30.37,50.628
9/18/2025 17:45,1366.117,30.343,50.52
9/18/2025 18:00,1364.192,30.343,50.86
9/18/2025 18:15,1366.525,30.337,50.44
9/18/2025 18:30,1366.758,30.307,48.936
9/18/2025 18:45,1366.642,30.307,50.556
9/18/2025 19:00,1367.75,30.307,50.532
9/18/2025 19:15,1368.392,30.273,50.504
9/18/2025 19:30,1367.867,30.273,50.48
9/18/2025 19:45,1368.975,30.273,50.488
9/18/2025 20:00,1371.017,30.267,50.48
9/18/2025 20:15,1369.792,30.243,50.5
9/18/2025 20:30,1370.025,30.22,50.924
9/18/2025 20:45,1370.842,30.213,50.888
9/18/2025 21:00,1371.425,30.173,50.832
9/18/2025 21:15,1370.2,30.157,50.808
9/18/2025 21:30,1370.608,30.15,50.752
9/18/2025 21:45,1370.433,30.11,50.78
9/18/2025 22:00,1369.617,30.087,50.804
9/18/2025 22:15,1369.092,30.087,50.744
9/18/2025 22:30,1369.383,30.07,50.784
9/18/2025 22:45,1369.792,30.047,50.936
9/18/2025 23:00,1369.5,30.04,50.888
9/18/2025 23:15,1369.092,30.023,50.604
9/18/2025 23:30,1368.567,29.987,50.66
9/18/2025 23:45,1368.683,29.987,50.576
9/19/2025 00:00,1366.933,29.993,50.676
9/19/2025 00:15,1367.167,29.977,50.48
9/19/2025 00:30,1367.342,29.97,50.516
9/19/2025 00:45,1367.458,29.963,50.724
9/19/2025 01:00,1366.525,29.947,50.792
9/19/2025 01:15,1366.758,29.93,50.84
9/19/2025 01:30,1365.825,29.917,50.896
9/19/2025 01:45,1364.367,29.87,50.988
9/19/2025 02:00,1365.008,29.843,51.048
9/19/2025 02:15,1364.192,29.837,51.056
9/19/2025 02:30,1362.733,29.797,50.96
9/19/2025 02:45,1361.917,29.79,51.076
9/19/2025 03:00,1361.742,29.75,50.98
9/19/2025 03:15,1361.1,29.72,50.964
9/19/2025 03:30,1360.108,29.713,51.164
9/19/2025 03:45,1359.175,29.727,51.136
9/19/2025 04:00,1359.875,29.703,51.324
9/19/2025 04:15,1358.942,29.68,51.584
9/19/2025 04:30,1357.6,29.65,52.028
9/19/2025 04:45,1357.717,29.65,51.872
9/19/2025 05:00,1358.767,29.61,51.64
9/19/2025 05:15,1358.067,29.61,51.6
9/19/2025 05:30,1356.317,29.62,51.588
9/19/2025 05:45,1357.017,29.61,51.588
9/19/2025 06:00,1358.067,29.587,51.248
9/19/2025 06:15,1356.2,29.587,50.928
9/19/2025 06:30,1354.975,29.557,50.148
9/19/2025 06:45,1357.017,29.557,49.908
9/19/2025 07:00,1356.608,29.54,48.24
9/19/2025 07:15,1354.8,29.557,51.02
9/19/2025 07:30,1354.567,29.587,51.1
9/19/2025 07:45,1355.908,29.523,51.012
9/19/2025 08:00,1355.208,29.54,50.9
9/19/2025 08:15,1355.383,29.5,50.876
9/19/2025 08:30,1356.842,29.47,50.86
9/19/2025 08:45,1355.5,29.493,50.864
9/19/2025 09:00,1356.608,29.557,50.952
9/19/2025 09:15,1358.358,29.57,50.936
9/19/2025 09:30,1356.2,29.627,50.948
9/19/2025 09:45,1356.433,29.773,50.536
9/19/2025 10:00,1358.767,29.727,50.476
9/19/2025 10:15,1356.433,29.773,50.652
9/19/2025 10:30,1357.833,29.837,50.68
9/19/2025 10:45,1359.7,29.94,50.784
9/19/2025 11:00,1359.583,29.993,50.844
9/19/2025 11:15,1358.767,30.017,50.828
9/19/2025 11:30,1034.492,29.58,1.392
9/19/2025 11:45,1034.492,24.773,0.036
9/19/2025 12:00,1034.025,21.853,0.036
9/19/2025 12:15,1033.908,21.533,0.036
END OF DATA FILE OF DATALOGGER FOR WINDOWS,,,
